Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng
Haut-Médoc 2017,France,Haut-Médoc,Château Sociando-Mallet,4.0,90,54.36,2017,Haut-Médoc,France,45.1445995,-0.7357492
Trilogy 2016,South Africa,Stellenbosch,Warwick,3.9,90,23.79,2016,Stellenbosch,South Africa,-33.934444,18.869167
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Poggio San Polo,3.7,90,16.9,2017,Rosso di Montalcino,Italy,43.055612,11.3592953
Red 2017,South Africa,Stellenbosch,Meerlust,3.9,90,13.9,2017,Stellenbosch,South Africa,-33.934444,18.869167
Spätburgunder 2016,Germany,Pfalz,Rings,3.6,90,29.41,2016,Pfalz,Germany,53.8156324,13.3702287
The Garland 2011,South Africa,Stellenbosch,Simonsig,4.5,90,63.15,2011,Stellenbosch,South Africa,-33.934444,18.869167
Petit Verdot 2016,Spain,Dominio de Valdepusa,Marqués de Griñon,4.0,90,27.36,2016,Dominio de Valdepusa,Spain,40.0,-4.0
Fixin 'Coeur de Violette' 2016,France,Fixin,Frédéric Magnien,3.6,90,29.15,2016,Fixin,France,47.2455008,4.9728452
Grande Reserva Alentejano Tinto 2014,Portugal,Alentejano,Monte Cascas,4.0,90,21.45,2014,Alentejano,Portugal,38.8421261,-7.5871012
Kalk und Schiefer Blaufränkisch 2018,Austria,Burgenland,Anita Nittnaus Hans,4.1,90,12.69,2018,Burgenland,Austria,47.5000001,16.4166666
Sagrantino Montefalco Chiusa di Pannone 2011,Italy,Montefalco,Antonelli San Marco,4.2,90,44.0,2011,Montefalco,Italy,42.8918739,12.6500673
Tramp 2015,Spain,Catalunya,Can Grau Vell,3.7,90,30.99,2015,Catalunya,Spain,41.8523094,1.5745043
Fleurie 2018,France,Fleurie,Terres Dorées,3.8,90,18.9,2018,Fleurie,France,46.1920243,4.6981214
Le Cirque Rouge 2016,France,Côtes Catalanes,Vignerons de Tautavel Vingrau,3.4,90,6.83,2016,Côtes Catalanes,France,42.74503,2.896873
Saustó 2013,Italy,Valpolicella,Monte Dall'Ora,3.9,90,27.9,2013,Valpolicella,Italy,45.5296706,10.9400217
Intenso Tannat 2013,Brazil,Campanha,Salton,3.3,90,9.95,2013,Campanha,Brazil,-21.8361108,-45.401986
Haut-Médoc 2016,France,Haut-Médoc,Château Clement-Pichon,3.6,90,24.18,2016,Haut-Médoc,France,45.1445995,-0.7357492
La Gargantilla Garnacha 2015,Spain,Rioja,Bodegas Valdemar,3.8,90,36.99,2015,Rioja,Spain,42.3285528,-2.4674917
Barbaresco Bordini 2016,Italy,Barbaresco,Elvio Cogno,3.9,90,26.5,2016,Barbaresco,Italy,44.7254469,8.0806959
Harlequin Shiraz - Pinotage 2017,South Africa,Wellington,Diemersfontein,3.9,90,8.5,2017,Wellington,South Africa,-33.643055,19.010556
Les Terroirs Côtes du Roussillon Villages 2016,France,Côtes du Roussillon Villages,Calmel & Joseph,3.6,90,8.7,2016,Côtes du Roussillon Villages,France,49.023373,2.210713
Pomerol 2016,France,Pomerol,Château Bourgneuf (Vieux Château Bourgneuf),4.0,90,51.6,2016,Pomerol,France,44.9311234,-0.1999904
Reserva Rioja Tempranillo 2009,Spain,Rioja,Baigorri,4.0,901,56.54,2009,Rioja,Spain,42.3285528,-2.4674917
Bourgogne Hautes-Côtes de Beaune 2016,France,Bourgogne Hautes-Côtes de Beaune,Bouchard Père & Fils,3.8,901,17.21,2016,Bourgogne Hautes-Côtes de Beaune,France,47.064785,4.814114
Merlot (Grande Vindima) 2008,Brazil,Encruzilhada do Sul,Lidio Carraro,3.9,902,45.77,2008,Encruzilhada do Sul,Brazil,-30.5433066,-52.5223514
Saint-Julien (Grand Cru Classé) 1998,France,Saint-Julien,Château Léoville Barton,4.2,902,89.95,1998,Saint-Julien,France,47.4019947,5.1364639
John X Merriman 2016,South Africa,Stellenbosch,Rustenberg,4.0,902,19.3,2016,Stellenbosch,South Africa,-33.934444,18.869167
Gran Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Santa Ema,3.9,903,9.5,2017,Maipo Valley,Chile,-30.0,-71.0
Benuara (Tenuta Presti e Pegni) 2015,Italy,Terre Siciliane,Cusumano,3.7,903,11.95,2015,Terre Siciliane,Italy,42.83333,12.83333
Corimbo 2014,Spain,Ribera del Duero,Bodegas La Horra,4.0,904,22.95,2014,Ribera del Duero,Spain,41.6657566,-3.6863295
Oak Cask Cabernet Sauvignon 2018,Argentina,Mendoza,Trapiche,3.5,906,7.36,2018,Mendoza,Argentina,-34.787093,-68.4381868
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.3,908,41.61,2012,Brunello di Montalcino,Italy,43.3204995,11.3281859
Papale Linea Oro Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Varvaglione,4.3,909,18.84,2016,Primitivo di Manduria,Italy,40.4002788,17.6374622
Casa Real Cabernet Sauvignon 2012,Chile,Maipo Valley,Santa Rita,4.0,909,38.94,2012,Maipo Valley,Chile,-30.0,-71.0
Santa Digna Reserva Carmenère 2018,Chile,Central Valley,Miguel Torres,3.8,909,8.9,2018,Central Valley,Chile,-36.0,-72.0
Chante Perdrix Cornas 2016,France,Cornas,Delas,4.0,91,38.89,2016,Cornas,France,44.963521,4.847545
Icarus Red 2014,South Africa,Breede River Valley,Bergsig Estate,4.2,91,30.31,2014,Breede River Valley,South Africa,-33.727,19.4728097
Côte à Côte Estate 2013,United States,Paso Robles,L'Aventure,4.4,91,109.0,2013,Paso Robles,United States,35.6262618,-120.6901319
Pinot Noir Central Coast 2015,United States,Central Coast,DeLoach,3.7,91,19.99,2015,Central Coast,United States,44.4190178,-124.0763817
Ceppitaio 2017,Italy,Toscana,Russo,3.7,91,9.95,2017,Toscana,Italy,43.4586541,11.1389204
Passo del Bricco 2017,Italy,Piemonte,Patrizi,3.8,91,5.25,2017,Piemonte,Italy,45.060735,7.923549
Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Baron,4.3,91,160.84,2017,Pauillac,France,45.1995626,-0.7484994
Eight Songs Shiraz 2015,Australia,Barossa,Peter Lehmann,4.1,91,28.42,2015,Barossa,Australia,-34.6134149,138.9385455
Grande Cuvée 2017,Austria,Burgenland,Salzl Seewinkelhof,3.9,91,14.35,2017,Burgenland,Austria,47.5000001,16.4166666
Can Catorra 2014,Spain,Binissalem-Mallorca,Biniagual,3.8,91,19.3,2014,Binissalem-Mallorca,Spain,39.6002717,2.6720865
Brachetto d'Acqui 2019,Italy,Brachetto d'Acqui,Braida,3.9,91,12.5,2019,Brachetto d'Acqui,Italy,42.83333,12.83333
Barolo Cannubi 2013,Italy,Barolo,Borgogno,4.3,91,94.65,2013,Barolo,Italy,44.6108408,7.9428448
BF Lahrer Spätburgunder 2017,Germany,Baden,Weingut Wöhrle,3.6,91,16.66,2017,Baden,Germany,53.0023496,9.0820955
Montegrilli Nebbiolo Langhe 2018,Italy,Langhe,Elvio Cogno,3.4,91,15.95,2018,Langhe,Italy,44.493036,7.974639
Cabernet Sauvignon 2017,Romania,Danube,La Cetate,3.8,91,13.9,2017,Danube,Romania,45.4673548,28.211098
Coste a Preola Nero d'Avola 2018,Italy,Sicilia,Tenuta Gorghi Tondi,3.9,91,8.72,2018,Sicilia,Italy,37.587794,14.155048
Shiraz 2015,South Africa,Paarl,Niel Joubert,3.4,91,6.25,2015,Paarl,South Africa,-33.7310282,18.9642117
Doix 2014,Spain,Priorat,Mas Doix,4.4,91,83.06,2014,Priorat,Spain,41.2137983,0.8116236
Tinto 2015,Spain,Dominio de Valdepusa,Lesegut,3.7,91,11.89,2015,Dominio de Valdepusa,Spain,40.0,-4.0
Rivarossa 2016,Italy,Venezia Giulia,Schiopetto,4.1,91,19.9,2016,Venezia Giulia,Italy,45.6528943,13.7804956
Barolo Lazzarito 2013,Italy,Barolo,Vietti,4.2,91,154.23,2013,Barolo,Italy,44.6108408,7.9428448
Grande Cuvée 2017,Austria,Burgenland,Salzl Seewinkelhof,3.9,91,17.29,2017,Burgenland,Austria,47.5000001,16.4166666
Nuits-Saint-Georges 2015,France,Nuits-Saint-Georges,Domaine des Perdrix,4.4,91,115.7,2015,Nuits-Saint-Georges,France,47.1367598,4.9489061
L'Ermita Velles Vinyes Priorat 2006,Spain,Priorat,Álvaro Palacios,4.6,91,580.0,2006,Priorat,Spain,41.2137983,0.8116236
Garnacha - Syrah Somontano 2016,Spain,Somontano,Viñas del Vero,3.4,91,6.63,2016,Somontano,Spain,42.0883878,0.0994041
Pomerol 2014,France,Pomerol,Château Certan de May,4.2,91,116.0,2014,Pomerol,France,44.9311234,-0.1999904
Schwarzer 2016,Germany,Pfalz,Weingut Metzger,3.7,91,13.15,2016,Pfalz,Germany,53.8156324,13.3702287
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2004,France,Saint-Émilion Grand Cru,La Mondotte,4.4,91,146.24,2004,Saint-Émilion Grand Cru,France,44.847147,-0.547337
La Luna e i Falò Barbera d'Asti Superiore 2016,Italy,Barbera d'Asti,Vite Colte,4.0,911,12.95,2016,Barbera d'Asti,Italy,44.8524808,8.2414532
Románico 2016,Spain,Toro,Teso La Monja,3.7,911,9.95,2016,Toro,Spain,41.5216963,-5.3939824
Papale Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Varvaglione,4.0,913,9.7,2017,Primitivo di Manduria,Italy,40.4002788,17.6374622
Barbazul Tinto 2016,Spain,Cádiz,Huerta de Albala,3.7,915,10.41,2016,Cádiz,Spain,36.5297438,-6.2928976
Pomerol 2010,France,Pomerol,Château de Sales,3.9,916,48.8,2010,Pomerol,France,44.9311234,-0.1999904
Abadia Cabernet Sauvignon - Tempranillo 2016,Spain,Costers del Segre,Raimat,3.4,916,7.89,2016,Costers del Segre,Spain,41.5022982,0.827399
Big John Cuvée Reserve 2016,Austria,Burgenland,Scheiblhofer,4.1,916,18.2,2016,Burgenland,Austria,47.5000001,16.4166666
Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Ornellaia,4.6,919,189.15,2016,Bolgheri Superiore,Italy,44.46006,7.10425
Sonoma Coast Pinot Noir 2016,United States,Sonoma Coast,Patz & Hall,4.2,919,54.0,2016,Sonoma Coast,United States,28.4225165,-81.6551998
Jacksons Pinotage 2015,South Africa,Walker Bay,Stanford Hills,4.1,92,13.95,2015,Walker Bay,South Africa,-34.518515,19.2880206
Pinot Noir 2017,United States,Sonoma Coast,Schug,3.8,92,29.47,2017,Sonoma Coast,United States,28.4225165,-81.6551998
Rouge 2005,France,Castillon - Côtes de Bordeaux,Domaine de l'A,4.1,92,46.95,2005,Castillon - Côtes de Bordeaux,France,44.840548,-0.576062
Barbaresco Bernardot 2013,Italy,Barbaresco,Ceretto,4.0,92,85.0,2013,Barbaresco,Italy,44.7254469,8.0806959
Los Cantos de Torremilanos 2017,Spain,Ribera del Duero,Finca Torremilanos,3.7,92,12.19,2017,Ribera del Duero,Spain,41.6657566,-3.6863295
Varietales Syrah 2017,Argentina,San Rafael,Goyenechea,3.2,92,6.5,2017,San Rafael,Argentina,-34.6126025,-68.330514
Antique Cairanne 2016,France,Cairanne,Camille Cayran,4.0,92,13.44,2016,Cairanne,France,44.2290077,4.9335365
Amarone 2016,Italy,Amarone della Valpolicella,Villa Cavarena,3.8,92,38.46,2016,Amarone della Valpolicella,Italy,42.83333,12.83333
Stilio Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Mottura,4.3,92,13.9,2018,Primitivo di Manduria,Italy,40.4002788,17.6374622
Collection Secrète Red 2015,Georgia,Kakheti,Mukhrani,3.9,92,26.03,2015,Kakheti,Georgia,41.737352,45.6721781
The Corroboree Shiraz 2016,Australia,Barossa,RedHeads,3.9,92,18.9,2016,Barossa,Australia,-34.6134149,138.9385455
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Neethlingshof Estate,3.7,92,10.23,2016,Stellenbosch,South Africa,-33.934444,18.869167
Chianti Classico Riserva Novecento 2016,Italy,Chianti Classico,Dievole,4.0,92,23.0,2016,Chianti Classico,Italy,43.3930219,11.3088538
Las Moras Cabernet Sauvignon 2018,Argentina,San Juan,Bodega Finca Las Moras,3.4,92,6.21,2018,San Juan,Argentina,-30.7054363,-69.1988222
Barbera Piemonte 2018,Italy,Piemonte,Araldica,3.5,92,6.3,2018,Piemonte,Italy,45.060735,7.923549
Côtes du Rhône 2018,France,Côtes-du-Rhône,Domaine de la Solitude,3.8,92,9.0,2018,Côtes-du-Rhône,France,44.7667285,4.8528701
Côtes du Rhône 'Les Peyrouses' 2016,France,Côtes-du-Rhône,Alain Voge,3.9,92,17.0,2016,Côtes-du-Rhône,France,44.7667285,4.8528701
Vinya La Scala Gran Reserva Cabernet Sauvignon 2012,Spain,Penedès,Jean Leon,4.3,92,52.63,2012,Penedès,Spain,41.3463825,1.6995213
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.2,92,42.4,2015,Brunello di Montalcino,Italy,43.3204995,11.3281859
Steinzeiler 2015,Austria,Burgenland,Kollwentz,4.4,92,58.8,2015,Burgenland,Austria,47.5000001,16.4166666
Barolo Gavarini Chiniera 2014,Italy,Barolo,Elio Grasso,4.0,92,75.0,2014,Barolo,Italy,44.6108408,7.9428448
Via Nuova Barolo 2012,Italy,Barolo,E. Pira & Figli,4.2,92,59.0,2012,Barolo,Italy,44.6108408,7.9428448
Pomerol 2000,France,Pomerol,Château Moulinet-Lasserre,4.3,92,49.5,2000,Pomerol,France,44.9311234,-0.1999904
Mirinè Nebbiolo d'Alba 2016,Italy,Nebbiolo d'Alba,Paolo Manzone,3.9,92,19.4,2016,Nebbiolo d'Alba,Italy,44.6978607,8.0094185
Pinotage 2015,South Africa,Stellenbosch,Laibach,3.8,92,16.9,2015,Stellenbosch,South Africa,-33.934444,18.869167
Pessac-Léognan 2014,France,Pessac-Léognan,Château Carbonnieux,4.0,920,49.55,2014,Pessac-Léognan,France,44.718997,-0.60521
Chateau Smith Cabernet Sauvignon 2016,United States,Columbia Valley,Charles Smith,3.7,920,21.93,2016,Columbia Valley,United States,46.1576117,-122.9748352
Tinto 2018,Portugal,Lisboa,Quinta das Amoras,3.8,922,4.99,2018,Lisboa,Portugal,38.7077507,-9.1365919
Haut-Médoc 2014,France,Haut-Médoc,Château Charmail,3.8,922,19.95,2014,Haut-Médoc,France,45.1445995,-0.7357492
Moulis-en-Médoc 2013,France,Moulis-en-Médoc,Château Chasse-Spleen,3.6,922,35.9,2013,Moulis-en-Médoc,France,45.0564852,-0.7736381
Classic Red Blend 2018,South Africa,Western Cape,Roodeberg,3.6,923,7.2,2018,Western Cape,South Africa,-33.546977,20.72753
Syrah 2015,Chile,Peumo,Marques de Casa Concha,3.9,925,20.54,2015,Peumo,Chile,-34.3959163,-71.1694264
Appassimento Barbera Passito 2018,Italy,Piemonte,San Silvestro,3.8,925,11.6,2018,Piemonte,Italy,45.060735,7.923549
Crianza 2016,Spain,Ribera del Duero,Portia,3.8,927,12.99,2016,Ribera del Duero,Spain,41.6657566,-3.6863295
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Poggio Antico,4.4,928,55.51,2012,Brunello di Montalcino,Italy,43.3204995,11.3281859
Pessac-Léognan 1997,France,Pessac-Léognan,Château La Louvière,4.0,93,34.99,1997,Pessac-Léognan,France,44.718997,-0.60521
Syrah Desertico 2018,Italy,Sicilia,Mandrarossa,3.8,93,6.0,2018,Sicilia,Italy,37.587794,14.155048
Pinot Noir 2016,Austria,Burgenland,Paul Achs,3.9,93,36.9,2016,Burgenland,Austria,47.5000001,16.4166666
Ariana 2017,Spain,Lanzarote,El Grifo,3.9,93,19.99,2017,Lanzarote,Spain,29.0397081,-13.6362916
Ticino 2016,Switzerland,Ticino,Castello di Morcote,4.0,93,43.87,2016,Ticino,Switzerland,46.3351913,8.7525902
Inspiración Balcón de Pilatos Maturana 2016,Spain,Rioja,Bodegas Valdemar,4.1,93,25.99,2016,Rioja,Spain,42.3285528,-2.4674917
Calestaia 2013,Italy,Morellino di Scansano,Roccapesta,4.0,93,36.7,2013,Morellino di Scansano,Italy,42.7125537,11.2280516
Artigas 2017,Spain,Priorat,Bodegas Mas Alta,4.1,93,21.25,2017,Priorat,Spain,41.2137983,0.8116236
Ried Hochberg Blaufränkisch 2012,Austria,Mittelburgenland,Hans Igler,3.6,93,13.43,2012,Mittelburgenland,Austria,47.504516,16.4944303
Côte-Rôtie La Mordorée 1999,France,Côte-Rôtie,M. Chapoutier,4.3,93,179.95,1999,Côte-Rôtie,France,44.7267925,-0.3900425
Premium Zenovius Cabernet Sauvignon - Shiraz Sec 2016,Romania,Dealu Mare,Budureasca,3.6,93,10.5,2016,Dealu Mare,Romania,46.0417098,22.7959016
Margaux (Grand Cru Classé) 2017,France,Margaux,Château Brane-Cantenac,3.9,93,86.76,2017,Margaux,France,45.0463335,-0.6729117
Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Caldora,3.6,93,4.63,2018,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Le Clos Guillot Chinon 2017,France,Chinon,Bernard Baudry,3.9,93,21.74,2017,Chinon,France,47.1667182,0.2402095
PrimoVolo 2007,Italy,Toscana,Rocca delle Macìe,4.0,93,27.79,2007,Toscana,Italy,43.4586541,11.1389204
Côte de Nuits Villages Le Vaucrain 2015,France,Côte de Nuits Villages,Louis Jadot,3.7,93,31.95,2015,Côte de Nuits Villages,France,48.993539,2.061083
Chremisa Edition Blauer Zweigelt 2016,Austria,Kremstal,Winzer Krems,3.9,93,14.9,2016,Kremstal,Austria,47.9263917,14.0780469
Pumphouse Shiraz 2017,South Africa,Paarl,Backsberg,3.8,93,14.9,2017,Paarl,South Africa,-33.7310282,18.9642117
Preludio 2017,Spain,Ribera del Duero,Sei Solo,4.3,93,24.99,2017,Ribera del Duero,Spain,41.6657566,-3.6863295
Limoux 2016,France,Limoux,Domaine de Baron'arques,3.7,93,38.75,2016,Limoux,France,43.0538068,2.2176533
Pièce de Roche 2014,France,Languedoc-Roussillon,Famille Lignères - Château La Baronne,3.9,93,28.1,2014,Languedoc-Roussillon,France,43.508482,2.34549
Pure Oh! Rigine Beaujolais 2018,France,Beaujolais,Les Bertrand,4.2,93,16.47,2018,Beaujolais,France,46.1186123,4.6156707
Gran Reserva Rioja 2011,Spain,Rioja,Viña Bujanda,4.1,93,17.23,2011,Rioja,Spain,42.3285528,-2.4674917
Mantènghja 2015,Italy,Isola dei Nuraghi,Capichera,4.4,93,86.76,2015,Isola dei Nuraghi,Italy,40.7092886,9.6990329
Frenesí 2017,Spain,Calatayud,Bodegas Langa,3.7,93,7.75,2017,Calatayud,Spain,41.3527628,-1.6422977
Médoc 2015,France,Médoc,Château La Raze Beauvallet,3.7,93,12.99,2015,Médoc,France,49.3524933,6.1542002
Gold Edition 2009,France,Côtes du Roussillon Villages,Bad Boy (Mauvais Garçon),3.9,93,57.51,2009,Côtes du Roussillon Villages,France,49.023373,2.210713
Barolo Aeroplan Servaj 2007,Italy,Barolo,Domenico Clerico,4.2,93,110.74,2007,Barolo,Italy,44.6108408,7.9428448
Merlot 2016,Chile,Peumo,Marques de Casa Concha,3.9,931,14.5,2016,Peumo,Chile,-34.3959163,-71.1694264
Aglianico Del Vulture Piano Del Cerro 2016,Italy,Aglianico del Vulture,Vigneti del Vulture,4.2,935,15.42,2016,Aglianico del Vulture,Italy,40.95125,15.63543
El Picaro 2019,Spain,Toro,Matsu,3.9,935,7.35,2019,Toro,Spain,41.5216963,-5.3939824
Pasionado Cuatro Cepas 2014,Argentina,Gualtallary,Andeluna,4.3,935,31.1,2014,Gualtallary,Argentina,-33.3852648,-69.2771287
Mas Rabell 2017,Spain,Catalunya,Torres,3.8,936,7.2,2017,Catalunya,Spain,41.8523094,1.5745043
Margaux (Grand Cru Classé) 2010,France,Margaux,Château Lascombes,4.3,936,129.0,2010,Margaux,France,45.0463335,-0.6729117
Lucente 2017,Italy,Toscana,Luce della Vite,4.0,936,24.75,2017,Toscana,Italy,43.4586541,11.1389204
Alta Mora Etna Rosso 2014,Italy,Etna,Cusumano,3.8,937,29.95,2014,Etna,Italy,37.7510251,14.9940321
Finca El Otero 2014,Spain,Ribera del Duero,Áster,4.2,937,36.52,2014,Ribera del Duero,Spain,41.6657566,-3.6863295
Periquita Tinto (Original) 2018,Portugal,Península de Setúbal,José Maria da Fonseca,3.7,937,6.5,2018,Península de Setúbal,Portugal,38.644731,-9.194438
Les Cépages Pinot Noir 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.3,937,8.78,2017,Pays d'Oc,France,43.604764,1.4540399
Saint-Estèphe 2005,France,Saint-Estèphe,Château Haut-Marbuzet,4.2,937,62.95,2005,Saint-Estèphe,France,45.5925,0.6633333
Papillon 2017,United States,Napa Valley,Orin Swift,4.5,937,86.76,2017,Napa Valley,United States,38.8484702,-94.413093
Croix de Beaucaillou Saint-Julien 2010,France,Saint-Julien,Château Ducru-Beaucaillou,4.2,938,52.95,2010,Saint-Julien,France,47.4019947,5.1364639
San Leonardo 2010,Italy,Vigneti delle Dolomiti,San Leonardo,4.3,938,73.9,2010,Vigneti delle Dolomiti,Italy,46.38333,11.85
Douro Grande Reserva 2015,Portugal,Douro,Quinta do Pégo,3.8,94,16.09,2015,Douro,Portugal,41.135684,-7.1166743
Bricco della Bigotta Barbera d'Asti 2014,Italy,Barbera d'Asti,Braida,4.0,94,52.0,2014,Barbera d'Asti,Italy,44.8524808,8.2414532
Froi Barbaresco 2015,Italy,Barbaresco,Rivetti Massimo,3.8,94,24.1,2015,Barbaresco,Italy,44.7254469,8.0806959
Merlot 2017,Chile,Casablanca Valley,Veramonte,3.5,94,8.72,2017,Casablanca Valley,Chile,-30.0,-71.0
Pomerol 2016,France,Pomerol,Château La Fleur-Pétrus,4.5,94,279.95,2016,Pomerol,France,44.9311234,-0.1999904
Haut-Médoc 2008,France,Haut-Médoc,Château Liversan,3.5,94,19.65,2008,Haut-Médoc,France,45.1445995,-0.7357492
Morellino di Scansano Riserva 2016,Italy,Morellino di Scansano,Fattoria le Pupille,3.9,94,15.04,2016,Morellino di Scansano,Italy,42.7125537,11.2280516
Orgion 2016,Greece,Slopes of Enos,Sclavus (Sclavos),3.9,94,15.7,2016,Slopes of Enos,Greece,39.0,22.0
Givry 1er Cru 'A Vigne Rouge' 2016,France,Givry 1er Cru 'Vigne Rouge',Domaine François Lumpp,4.1,94,37.9,2016,Givry 1er Cru 'Vigne Rouge',France,46.776267,4.724261
Médoc 2016,France,Médoc,Clos Manou,4.0,94,24.9,2016,Médoc,France,49.3524933,6.1542002
As Caborcas Single Vineyard 2014,Spain,Valdeorras,Telmo Rodriguez,4.1,94,35.95,2014,Valdeorras,Spain,42.3483416,-6.9659982
Bordeaux 2015,France,Bordeaux,Domaine de Cambes,4.3,94,60.45,2015,Bordeaux,France,44.841225,-0.5800364
Massimo 2015,Italy,Veneto,Lenotti,4.0,94,13.9,2015,Veneto,Italy,45.6476663,11.8665254
Cembali Nero d'Avola 2011,Italy,Terre Siciliane,Baglio di Pianetto,3.8,94,28.5,2011,Terre Siciliane,Italy,42.83333,12.83333
Cuvée Spéciale Châteauneuf-du-Pape 2005,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,94,59.95,2005,Châteauneuf-du-Pape,France,44.055989,4.8317351
Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château de la Cour d'Argent,3.7,94,12.95,2016,Bordeaux Supérieur,France,44.884045,-0.562129
Benozzo 2015,Italy,Montefalco,SIGNÆ,4.0,94,15.5,2015,Montefalco,Italy,42.8918739,12.6500673
Saint-Émilion Grand Cru (Grand Cru Classé) 2008,France,Saint-Émilion Grand Cru,Château Pavie Decesse,4.3,94,151.88,2008,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château La Fleur Morange,4.5,94,109.95,2010,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Listrac-Médoc 2015,France,Listrac-Médoc,Château Mayne Lalande,3.7,94,38.02,2015,Listrac-Médoc,France,45.0736769,-0.7905774
Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Château Maucoil,4.2,94,33.48,2017,Châteauneuf-du-Pape,France,44.055989,4.8317351
Serego Alighieri Possessioni Rosso del Veronese 2017,Italy,Rosso Veronese,Masi,3.7,94,10.35,2017,Rosso Veronese,Italy,45.638774,11.1120379
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Menhir,4.0,94,7.58,2018,Primitivo di Manduria,Italy,40.4002788,17.6374622
Bordeaux Rouge 2016,France,Bordeaux,Château Vircoulon,3.5,94,8.21,2016,Bordeaux,France,44.841225,-0.5800364
Pirinenca Tempranillo 2017,Spain,Catalunya,Raimat,3.4,94,9.9,2017,Catalunya,Spain,41.8523094,1.5745043
Famiglia Zingarelli Chianti Classico Riserva 2016,Italy,Chianti Classico,Rocca delle Macìe,4.0,94,13.55,2016,Chianti Classico,Italy,43.3930219,11.3088538
Gneisz és Csillám 2016,Hungary,Sopron,Weninger,3.6,94,7.22,2016,Sopron,Hungary,47.6803063,16.5983457
Giulin 2016,Italy,Barbera del Monferrato,Azienda Agricola Accornero,4.0,94,12.9,2016,Barbera del Monferrato,Italy,44.77416,8.35784
Saint-Émilion Baron Carl 2014,France,Saint-Émilion,Baron Philippe de Rothschild,3.7,94,23.49,2014,Saint-Émilion,France,44.8931452,-0.1560662
Rioja Excelsus 2016,Spain,Rioja,Vina Herminia,3.7,94,10.5,2016,Rioja,Spain,42.3285528,-2.4674917
Espérance de Trotanoy Pomerol 2014,France,Pomerol,Château Trotanoy,4.2,94,86.06,2014,Pomerol,France,44.9311234,-0.1999904
Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Ducru-Beaucaillou,4.4,940,165.0,2006,Saint-Julien,France,47.4019947,5.1364639
Pinotage 2017,South Africa,Durbanville,Diemersdal,4.0,940,12.57,2017,Durbanville,South Africa,-33.8402778,18.6494444
Pessac-Léognan (Grand Cru Classé de Graves) 2015,France,Pessac-Léognan,Château Latour-Martillac,4.1,940,39.9,2015,Pessac-Léognan,France,44.718997,-0.60521
Yamhill Cuvée Pinot Noir 2013,United States,Willamette Valley,Domaine Serene,4.2,940,69.26,2013,Willamette Valley,United States,44.9086731,-123.0022929
Elos Touriga Nacional - Tannat 2012,Brazil,Encruzilhada do Sul,Lidio Carraro,3.9,941,29.19,2012,Encruzilhada do Sul,Brazil,-30.5433066,-52.5223514
Saint-Estèphe 2008,France,Saint-Estèphe,Château Haut-Marbuzet,4.1,941,50.78,2008,Saint-Estèphe,France,45.5925,0.6633333
Rioja 2018,Spain,Rioja,Castillo de Albai,3.4,942,5.99,2018,Rioja,Spain,42.3285528,-2.4674917
Cabernet Sauvignon 2016,United States,California,Carnivor,3.8,9425,10.31,2016,California,United States,36.7014631,-118.755997
Fantini Casale Vecchio Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Farnese,3.7,944,7.89,2017,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Mille 1 Rebo 2015,Italy,Benaco Bresciano,Pratello,3.7,946,14.95,2015,Benaco Bresciano,Italy,45.7685861,10.7618327
Baron Edmond 2014,South Africa,Paarl,Rupert & Rothschild,4.2,947,50.67,2014,Paarl,South Africa,-33.7310282,18.9642117
Gigondas 2016,France,Gigondas,E. Guigal,3.9,95,20.74,2016,Gigondas,France,44.1641127,5.0051053
La Ponce Rasteau 2017,France,Rasteau,Domaine des Escaravailles,3.9,95,15.9,2017,Rasteau,France,44.2298319,4.9856444
